pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P8,author,4612,single,Q1,What television show did Cynthia Whitcomb author?,Steven Stayner  I Know My First Name is Steven  1
P8,author,4612,single,Q1,What television show did James Clements author?,Garfield: His 9 Lives  Garfieldhis9livestitle.PNG  1
P8,author,4612,single,Q1,What television show did David Westheimer author?,A Killer Among Us
P8,author,4612,single,Q1,What television show did Judith McCreary author?,Legacy (TV series)
P8,author,4612,single,Q1,What television show did Rick Mittleman author?,Jennifer Slept Here
P8,author,4612,single,Q1,What television show did Stacy A. Littlejohn author?,Barbershop (TV series)
P8,author,4612,single,Q1,What television show did Del Shores author?,Mr. & Mrs. Smith (TV series)
P8,author,4612,single,Q1,What television show did Andrea Newman author?,Bouquet of Barbed Wire
P8,author,4612,single,Q1,What television show did Juliet Ace author?,The District Nurse
P8,author,4612,single,Q1,"What television show did Frances Donaldson, Baroness Donaldson of Kingsbridge author?",Edward & Mrs. Simpson
P8,author,4612,single,Q1,What television show did Forrest Redlich author?,E Street
P8,author,4612,single,Q1,What television show did Lukas Heller author?,Hitler's SS: Portrait in Evil
P8,author,4612,single,Q1,What television show did Gary Kott author?,The White Shadow (TV series)
P8,author,4612,single,Q1,What television show did Thomas B. Allen (author) author?,Possessed (2000 film)
P8,author,4612,single,Q1,What television show did Michael Lazarou author?,Possessed (2000 film)
P8,author,4612,single,Q1,What television show did Jeff Bowler author?,Inked
P8,author,4612,single,Q1,What television show did Bill Braudis author?,Science Court
P8,author,4612,single,Q1,What television show did Cid Ricketts Sumner author?,Tammy (TV series)
P8,author,4612,single,Q1,What television show did Joe DeVito author?,I Bet You Will
P8,author,4612,single,Q1,"What television show did Hilly Hicks, Jr. author?",Pasadena (TV series)
P8,author,4612,single,Q1,What television show did Bethel Leslie author?,Bracken's World
P8,author,4612,single,Q1,What television show did Alex Zamm author?,My Date with the President's Daughter
P8,author,4612,single,Q1,What television show did Barry Shipman author?,Commando Cody: Sky Marshal of the Universe
P8,author,4612,single,Q1,What television show did Devon Shepard author?,Out All Night
P8,author,4612,single,Q1,What television show did Arthur Kopit author?,The Phantom of the Opera (miniseries)
P8,author,4612,single,Q1,What television show did Robert van Scoyk author?,East Side/West Side
P8,author,4612,single,Q1,What television show did Phil Moore (actor) author?,You're On!
P8,author,4612,single,Q1,What television show did Bob Logan (film director) author?,Battlestars (game show)
P8,author,4612,single,Q1,What television show did Frank Snepp author?,Under Cover (TV series)
P8,author,4612,single,Q1,What television show did Dennis Foon author?,Flash Forward
P8,author,4612,single,Q1,What television show did David E. Durston author?,Navy Log
P8,author,4612,single,Q1,What television show did Steve Joe author?,The Tracy Morgan Show
P8,author,4612,single,Q1,What television show did Greg Schaffer author?,The Tracy Morgan Show
P8,author,4612,single,Q1,What television show did Peter J. Hammond author?,Lame Ducks (TV series)
P8,author,4612,single,Q1,What television show did Mike Peters (cartoonist) author?,Toonsylvania
P8,author,4612,single,Q1,What television show did Stewart St. John author?,California Heaven
P8,author,4612,single,Q1,What television show did Andy Gordon author?,DAG (TV series)
P8,author,4612,single,Q1,What television show did Linda Shayne author?,Princess Gwenevere and the Jewel Riders
P8,author,4612,single,Q1,What television show did Mary Stanton author?,Princess Gwenevere and the Jewel Riders
P8,author,4612,single,Q1,What television show did Rob Cesternino author?,The Scorned
P8,author,4612,single,Q1,What television show did Buddy Sheffield author?,Roundhouse (TV series)
P8,author,4612,single,Q1,What television show did Deane Hutton author?,The Curiosity Show
P8,author,4612,single,Q1,What television show did Wayne Grigsby author?,October 1970 (film)
P8,author,4612,single,Q1,What television show did Alan Whiting author?,Stay Lucky
P8,author,4612,single,Q1,What television show did Eric Garcia author?,Anonymous Rex (film)
P8,author,4612,single,Q1,What television show did Patrick Shen author?,Flight from Death
P8,author,4612,single,Q1,What television show did Jean-Xavier de Lestrade author?,Soupçons
P8,author,4612,single,Q1,What television show did Lynn Bayonas author?,Chances (TV series)
P8,author,4612,single,Q1,What television show did Adele Rose author?,The Dustbinmen
P8,author,4612,single,Q1,What television show did Jesús Papoleto Meléndez author?,Vegetable Soup (TV series)
P8,author,4612,single,Q1,What television show did T. N. Seetharam author?,Mukta
P8,author,4612,single,Q1,What television show did Jack Schaefer author?,Shane (TV series)
P8,author,4612,single,Q1,What television show did Tony Husband author?,Round the Bend
P8,author,4612,single,Q1,What television show did Mike Walling author?,Not with a Bang
P8,author,4612,single,Q1,What television show did Edward Streeter author?,Father of the Bride (TV series)
P8,author,4612,single,Q1,What television show did Michael Fry author?,Committed (2001 TV series)
P8,author,4612,single,Q1,What television show did Jim Hendricks author?,Commander USA's Groovie Movies
P8,author,4612,single,Q1,What television show did Marsha Norman author?,Skag
P8,author,4612,single,Q1,What television show did Tim Cox author?,Mammoth (2006 film)
P8,author,4612,single,Q1,What television show did Robert Lawrence Kuhn author?,Closer to Truth
P8,author,4612,single,Q1,What television show did Steve Barker (film director) author?,D.C. Follies
P8,author,4612,single,Q1,What television show did Richard Dresser author?,Bakersfield P.D.
P8,author,4612,single,Q1,What television show did Val McLane author?,Spender
P8,author,4612,single,Q1,What television show did Clive Coleman author?,Chambers (series)  Chambers  1
P8,author,4612,single,Q1,What television show did Hugh Costello author?,The Ambassador (TV series)
P8,author,4612,single,Q1,What television show did David Campton author?,Slim John
P8,author,4612,single,Q1,What television show did Brian Hayles author?,Slim John
P8,author,4612,single,Q1,What television show did James Wyllie author?,Atlantis High
P8,author,4612,single,Q1,What television show did John Prebble author?,The Borgias (1981 TV series)
P8,author,4612,single,Q1,What television show did André Giroux (writer) author?,"14, rue de Galais"
P8,author,4612,single,Q1,What television show did Sue Limb author?,Up the Garden Path
P8,author,4612,single,Q1,What television show did John Wheatcroft author?,The Boy Who Loved Trolls
P8,author,4612,single,Q1,What television show did Roy Underhill author?,The Woodwright's Shop
P8,author,4612,single,Q1,What television show did Lucian Truscott IV author?,Danger Beneath the Sea
P8,author,4612,single,Q1,What television show did William Hooke author?,Shark Attack (film)
P8,author,4612,single,Q1,What television show did Simcha Jacobovici author?,The Exodus Decoded
P8,author,4612,single,Q1,What television show did Andrew Goldberg (director) author?,The Armenian Genocide (film)
P8,author,4612,single,Q1,What television show did Henry Denker author?,A Time for Miracles
P8,author,4612,single,Q1,What television show did Giorgos Kapoutzidis author?,Sto Para Pente
P8,author,4612,single,Q1,What television show did Lois Bromfield author?,All About Us (TV series)
P8,author,4612,single,Q1,What television show did Patricia Marx author?,Aliens in the Family
P8,author,4612,single,Q1,What television show did Kip Koenig author?,The American Embassy
P8,author,4612,single,Q1,What television show did Emma Wilson author?,The Cindy Margolis Show
P8,author,4612,single,Q1,What television show did Michael Olmert author?,Krakatoa: The Last Days
P8,author,4612,single,Q1,What television show did Steve Cuden author?,RoboCop: Alpha Commando
P8,author,4612,single,Q1,What television show did David DeCoteau author?,Killer Bash
P8,author,4612,single,Q1,What television show did Tom Jennings author?,Ancient Mysteries
P8,author,4612,single,Q1,What television show did Nicholas Allan author?,Hilltop Hospital
P8,author,4612,single,Q1,What television show did Jeffrey Lane author?,The Murder of Mary Phagan
P8,author,4612,single,Q1,What television show did Philip Eisner author?,Firestarter: Rekindled
P8,author,4612,single,Q1,What television show did Chris Downey author?,What About Joan?
P8,author,4612,single,Q1,What television show did Sean Hughes (comedian) author?,Sean's Show
P8,author,4612,single,Q1,What television show did Richard Metzger author?,Disinformation (TV series)
P8,author,4612,single,Q1,What television show did David Karp (novelist) author?,Cain's Hundred
P8,author,4612,single,Q1,What television show did Daniel Mainwaring author?,Cain's Hundred
P8,author,4612,single,Q1,What television show did Nicole Keefler author?,The Adventures of Paddington Bear
P8,author,4612,single,Q1,What television show did Brendan Walsh author?,The Adventures of Paddington Bear
P8,author,4612,single,Q1,What television show did Mark McClafferty author?,The Royal Family (TV series)
P8,author,4612,single,Q1,What television show did James Gillan (actor) author?,Off Beat Cinema
P8,author,4612,single,Q1,What television show did Gary Cohen author?,Chris Cross (TV series)
P8,author,4612,single,Q1,What television show did Tony Vitale author?,Some of My Best Friends
P8,author,4612,single,Q1,What television show did Ellen Beeman author?,MoonDreamers
P8,author,4612,single,Q1,What television show did Alan Spencer author?,The Nutt House
P8,author,4612,single,Q1,What television show did Ibsen Martínez author?,Amanda Sabater
P8,author,4612,single,Q1,What television show did Gary Nadeau author?,The Jennie Project
P8,author,4612,single,Q1,What television show did Gayle Lynds author?,Covert One: The Hades Factor
P8,author,4612,single,Q1,What television show did Mina Crandon author?,Operation Junkyard
P8,author,4612,single,Q1,What television show did Robin Schiff author?,Almost Perfect
P8,author,4612,single,Q1,What television show did Rob LaZebnik author?,Common Law (1996 TV series)
P8,author,4612,single,Q1,What television show did Jeffrey Sweet author?,Working It Out
P8,author,4612,single,Q1,What television show did Stephen Tredre author?,Fish (UK TV series)
P8,author,4612,single,Q1,What television show did Tom Gries author?,The Westerner (TV series)
P8,author,4612,single,Q1,What television show did Walter Mosley author?,Always Outnumbered
P8,author,4612,single,Q1,What television show did Basil Boothroyd author?,"A J Wentworth, BA"
P8,author,4612,single,Q1,What television show did Robert Wertheimer author?,Across the River to Motor City
P8,author,4612,single,Q1,What television show did Bryan Michael Stoller author?,TV's Bloopers & Practical Jokes
P8,author,4612,single,Q1,What television show did Cherie Wilkerson author?,Superman (TV series)
P8,author,4612,single,Q1,What television show did William P. McGivern author?,"O'Hara, U.S. Treasury"
P8,author,4612,single,Q1,What television show did Roger Williams (playwright) author?,Tales from Pleasure Beach
P8,author,4612,single,Q1,What television show did James Sanders (architect) author?,Andy Warhol: A Documentary Film
P8,author,4612,single,Q1,What television show did Max Wilk author?,McKeever and the Colonel
P8,author,4612,single,Q1,What television show did Alan Templeton author?,Young Robin Hood
P8,author,4612,single,Q1,What television show did Michael Reeves author?,Going Bananas
P8,author,4612,single,Q1,What television show did Elizabeth Arnold (children's writer) author?,Gypsy Girl
P8,author,4612,single,Q1,What television show did Stuart Urban author?,An Ungentlemanly Act
P8,author,4612,single,Q1,What television show did Éric Lavaine author?,H (TV series)
P8,author,4612,single,Q1,What television show did John Haase (author) author?,The Richard Boone Show
P8,author,4612,single,Q1,What television show did Ron Sproat author?,Never Too Young
P8,author,4612,single,Q1,What television show did Denis Sanders author?,Ford Star Jubilee
P8,author,4612,single,Q1,What television show did Omri Marcus author?,Ktsarim
P8,author,4612,single,Q1,What television show did Keren Mor author?,Ktsarim
P8,author,4612,single,Q1,What television show did Kieran Prendiville author?,Roughnecks (TV series)
P8,author,4612,single,Q1,What television show did James Edward Grant author?,Hondo (TV series)
P8,author,4612,single,Q1,What television show did David Mirkin author?,The Edge (Fox TV series)
P8,author,4612,single,Q1,What television show did Kario Salem author?,The Beast (2001 TV series)
P8,author,4612,single,Q1,What television show did Nella Last author?,"Housewife, 49"
P8,author,4612,single,Q1,What television show did Lisa Morton author?,Adventures in Dinosaur City
P8,author,4612,single,Q1,What television show did Jannicke Systad Jacobsen author?,Sandmann – Historien om en sosialistisk supermann
P8,author,4612,single,Q1,What television show did Steve Rotfeld author?,Awesome Adventures
P8,author,4612,single,Q1,What television show did Richard Jefferies (screenwriter) author?,Living Hell (film)
P8,author,4612,single,Q1,What television show did Tom McLoughlin author?,They Came from Outer Space
P8,author,4612,single,Q1,What television show did Hayden Black author?,Goodnight Burbank
P8,author,4612,single,Q1,What television show did Michael Nolin author?,Maniac Magee (film)
P8,author,4612,single,Q1,What television show did Trevor Griffiths author?,The Last Place on Earth
P8,author,4612,single,Q1,What television show did Judith Thompson author?,Life with Billy
P8,author,4612,single,Q1,What television show did David Ridgen author?,Mississippi Cold Case
P8,author,4612,single,Q1,What television show did Matt Greenhalgh author?,Burn It
P8,author,4612,single,Q1,What television show did Claire Scovell LaZebnik author?,"Hello Sister, Goodbye Life"
P8,author,4612,single,Q1,What television show did Russ Cochrane author?,Last Exit (2006 film)
P8,author,4612,single,Q1,What television show did Randi Mayem Singer author?,Hudson Street (TV series)
P8,author,4612,single,Q1,What television show did Michael Worth author?,Sasquatch Mountain
P8,author,4612,single,Q1,What television show did Bob Wilson (cartoonist) author?,Joshua Jones (TV series)
P8,author,4612,single,Q1,What television show did Timothy Stack author?,On Our Own (1994 TV series)
P8,author,4612,single,Q1,What television show did Grigori Gorin author?,The Very Same Munchhausen
P8,author,4612,single,Q1,What television show did Jude Kuring author?,Wollongong the Brave
P8,author,4612,single,Q1,What television show did Michael O'Hara author?,Those She Left Behind
P8,author,4612,single,Q1,What television show did Philomena McDonagh author?,Far from the Madding Crowd (1998 film)
P8,author,4612,single,Q1,What television show did Gregory Allen Howard author?,True Colors (TV series)
P8,author,4612,single,Q1,What television show did John Paxton author?,On the Beach (2000 film)
P8,author,4612,single,Q1,What television show did Ivan Jones (author) author?,The Ghost Hunter (TV series)
P8,author,4612,single,Q1,What television show did Roy Apps author?,The Ghost Hunter (TV series)
P8,author,4612,single,Q1,What television show did Nassos Vakalis author?,Crime Time
P8,author,4612,single,Q1,What television show did Bobby Ciraldo author?,What What (In the Butt)
P8,author,4612,single,Q1,What television show did Andrew Swant author?,What What (In the Butt)
P8,author,4612,single,Q1,What television show did Huw Wheldon author?,Elgar (film)
P8,author,4612,single,Q1,What television show did Trent Jones author?,Tribes (TV series)
P8,author,4612,single,Q1,What television show did Elizabeth Beall author?,Viva Laughlin
P8,author,4612,single,Q1,What television show did Giles Cooper author?,For Whom the Bell Tolls (TV series)
P8,author,4612,single,Q1,What television show did Lee Blessing author?,Nothing Sacred (TV series)
P8,author,4612,single,Q1,What television show did Bill Cain author?,Nothing Sacred (TV series)
P8,author,4612,single,Q1,What television show did James Elward author?,The Young Marrieds
P8,author,4612,single,Q1,What television show did Gordon Russell (writer) author?,A Flame in the Wind
P8,author,4612,single,Q1,What television show did Simon Bent author?,Beau Brummell: This Charming Man
P8,author,4612,single,Q1,What television show did Amy Bloom author?,State of Mind (TV series)
P8,author,4612,single,Q1,What television show did Rob Long author?,George & Leo
P8,author,4612,single,Q1,What television show did Royce Vavrek author?,From Sky and Soil
P8,author,4612,single,Q1,What television show did Julie Gilbert author?,As Luck Would Have It (2002 film)
P8,author,4612,single,Q1,What television show did Steve Melcher author?,Vibe (TV series)
P8,author,4612,single,Q1,What television show did Alan Kirschenbaum author?,Down the Shore
P8,author,4612,single,Q1,What television show did Chandraprakash Dwivedi author?,Chanakya (TV series)
P8,author,4612,single,Q1,What television show did Edward Llewellyn-Thomas author?,The Range Rider
P8,author,4612,single,Q1,What television show did Tim Doyle author?,Thunder Alley
P8,author,4612,single,Q1,What television show did Wesley Ferguson author?,Murder in Space
P8,author,4612,single,Q1,What television show did Ethel Lina White author?,The Spiral Staircase (2000 film)
P8,author,4612,single,Q1,What television show did James Rolfe (filmmaker) author?,Angry Video Game Nerd
P8,author,4612,single,Q1,What television show did Julia Jones (dramatist) author?,Take Three Girls
P8,author,4612,single,Q1,What television show did Walter Klenhard author?,Disappearance (2002 film)
P8,author,4612,single,Q1,What television show did Peter Arnett author?,Vietnam: The Ten Thousand Day War
P8,author,4612,single,Q1,What television show did Howard Browne author?,Duel at Sundown (Maverick)
P8,author,4612,single,Q1,What television show did John Dixon (filmmaker) author?,Anzacs (TV series)
P8,author,4612,single,Q1,What television show did Martin Rackin author?,The Adventures of Long John Silver
P8,author,4612,single,Q1,What television show did Milt Larsen author?,Malibu U
P8,author,4612,single,Q1,What television show did William R. Cox author?,Action in the Afternoon
P8,author,4612,single,Q1,What television show did Karen Hill (television writer) author?,Show Me Yours
P8,author,4612,single,Q1,What television show did Czesław Janczarski author?,Miś Uszatek
P8,author,4612,single,Q1,What television show did Al Bertino author?,The Dick Tracy Show
P8,author,4612,single,Q1,What television show did Dick Kinney author?,The Dick Tracy Show
P8,author,4612,single,Q1,What television show did Catherine Heath author?,Behaving Badly (TV serial)
P8,author,4612,single,Q1,What television show did Jeff Cohen (playwright and theater director) author?,I'll Be Seeing You (2004 film)
P8,author,4612,single,Q1,What television show did William Luce author?,The Last Days of Patton
P8,author,4612,single,Q1,What television show did Stella Tillyard author?,Aristocrats (TV series)
P8,author,4612,single,Q1,What television show did Paul Gill author?,GetConnected
P8,author,4612,single,Q1,What television show did William Alfred author?,NET Playhouse
P8,author,4612,single,Q1,What television show did Archibald MacLeish author?,NET Playhouse
P8,author,4612,single,Q1,What television show did Megan Terry author?,NET Playhouse
P8,author,4612,single,Q1,What television show did Nicholas Wright (playwright) author?,The No. 1 Ladies' Detective Agency (TV series)
P8,author,4612,single,Q1,What television show did Arne Lindtner Næss author?,"D'ække bare, bare Bernt"
P8,author,4612,single,Q1,What television show did Alice Herz-Sommer author?,I kveld med Thomas Giertsen
P8,author,4612,single,Q1,What television show did Espen Eckbo author?,Nissene på låven
P8,author,4612,single,Q1,What television show did Kristian Ødegård author?,Nissene på låven
P8,author,4612,single,Q1,What television show did Roger Hall author?,Gliding On
P8,author,4612,single,Q1,What television show did Jill Abramson author?,Strange Justice
P8,author,4612,single,Q1,What television show did José Luis Borau author?,Celia (TV series)
P8,author,4612,single,Q1,What television show did Carmen Martín Gaite author?,Celia (TV series)
P8,author,4612,single,Q1,What television show did Doug Karr author?,Anniversary Present
P8,author,4612,single,Q1,What television show did Martin Torgoff author?,Sex: The Revolution
P8,author,4612,single,Q1,What television show did Laura Lamson author?,Nuremberg: Nazis on Trial
P8,author,4612,single,Q1,What television show did Detlef Siebert author?,The Somme – From Defeat to Victory
P8,author,4612,single,Q1,What television show did Carsten Overskov author?,Crash (1984 TV series)
P8,author,4612,single,Q1,What television show did Eric Red author?,The Last Outlaw (1993 film)
P8,author,4612,single,Q1,What television show did Benedict Allen author?,Travellers' Century
P8,author,4612,single,Q1,What television show did Enrico Deaglio author?,Perlasca – Un eroe Italiano
P8,author,4612,single,Q1,What television show did John Solomon (writer) author?,MacGruber
P8,author,4612,single,Q1,What television show did Marie Stubbs author?,Ahead of the Class
P8,author,4612,single,Q1,What television show did Dan Clark author?,How Not to Live Your Life
P8,author,4612,single,Q1,What television show did Peter Morris (playwright) author?,Katy Brand's Big Ass Show
P8,author,4612,single,Q1,What television show did Steve Dildarian author?,The Life & Times of Tim
P8,author,4612,single,Q1,What television show did Ron Sparks (comedian) author?,Life's a Zoo
P8,author,4612,single,Q1,What television show did Sitaram Kattel author?,Meri Bassai
P8,author,4612,single,Q1,What television show did William M. Hoffman author?,As Is (film)
P8,author,4612,single,Q1,What television show did Matthew Chapman (author) author?,Slow Burn (1986 film)
P8,author,4612,single,Q1,What television show did Russ Woody author?,Good Sports
P8,author,4612,single,Q1,What television show did Ron Zimmerman author?,Good Sports
P8,author,4612,single,Q1,What television show did Dik Browne author?,Popeye Meets the Man Who Hated Laughter
P8,author,4612,single,Q1,What television show did George McManus author?,Popeye Meets the Man Who Hated Laughter
P8,author,4612,single,Q1,What television show did Otto Soglow author?,Popeye Meets the Man Who Hated Laughter
P8,author,4612,single,Q1,What television show did Dean Young (cartoonist) author?,Popeye Meets the Man Who Hated Laughter
P8,author,4612,single,Q1,What television show did Simon Doonan author?,Beautiful People (UK TV series)
P8,author,4612,single,Q1,What television show did Stella Pevsner author?,Me & Dad's New Wife
P8,author,4612,single,Q1,What television show did Marc Handler author?,Vytor: The Starfire Champion
P8,author,4612,single,Q1,What television show did Deirdre Purcell author?,Falling for a Dancer
P8,author,4612,single,Q1,What television show did Alan Le May author?,The Wide Country
P8,author,4612,single,Q1,What television show did Judith Parker author?,The Other Lover
P8,author,4612,single,Q1,What television show did Dava Sobel author?,Longitude (TV series)
P8,author,4612,single,Q1,What television show did Morton Kondracke author?,Saving Milly
P8,author,4612,single,Q1,What television show did Jacquetta May author?,In Love with Barbara
P8,author,4612,single,Q1,What television show did Clément Perron author?,Canada 98
P8,author,4612,single,Q1,What television show did Narciso Ibáñez Serrador author?,"Un, dos, tres... responda otra vez"
P8,author,4612,single,Q1,What television show did Rudy Jahchan author?,Galacticast
P8,author,4612,single,Q1,What television show did Casey McKinnon author?,Galacticast
P8,author,4612,single,Q1,What television show did Willy Russell author?,One Summer
P8,author,4612,single,Q1,What television show did Michael Sucsy author?,Grey Gardens (2009 film)
P8,author,4612,single,Q1,What television show did Milovan Glišić author?,Leptirica
P8,author,4612,single,Q1,What television show did Jerzy Stefan Stawiński author?,Jutro idziemy do kina
P8,author,4612,single,Q1,What television show did François Thibaut author?,Professor Toto
P8,author,4612,single,Q1,What television show did David France (writer) author?,Our Fathers (film)
P8,author,4612,single,Q1,What television show did Angela Elwell Hunt author?,The Note (film)
P8,author,4612,single,Q1,What television show did Matt MacLennan author?,Wild Roses (TV series)
P8,author,4612,single,Q1,What television show did Jerome Weidman author?,The Reporter (TV series)
P8,author,4612,single,Q1,What television show did Joshua Sinclair author?,Nonni and Manni
P8,author,4612,single,Q1,What television show did Patrick Brantseg author?,Edward the Less
P8,author,4612,single,Q1,What television show did Bill Corbett author?,Edward the Less
P8,author,4612,single,Q1,What television show did Karl Kruszelnicki author?,Bright Sparks
P8,author,4612,single,Q1,What television show did Sergei Suponev author?,Zov Djungley
P8,author,4612,single,Q1,What television show did Jean-Patrick Manchette author?,Le Tiroir secret
P8,author,4612,single,Q1,What television show did Ian Curtis (actor) author?,FM (TV series)
P8,author,4612,single,Q1,What television show did Krutika Desai Khan author?,Superhit Muqabla
P8,author,4612,single,Q1,What television show did Robert Clouse author?,Something Evil
P8,author,4612,single,Q1,What television show did Howard Read author?,Little Howard's Big Question
P8,author,4612,single,Q1,What television show did Michelle Shephard author?,Guantanamo's Child
P8,author,4612,single,Q1,What television show did Vipul K Rawal author?,Vicky Ki Taxi
P8,author,4612,single,Q1,What television show did Chris England author?,Bostock's Cup
P8,author,4612,single,Q1,What television show did Jack Trevor Story author?,Quick Before They Catch Us
P8,author,4612,single,Q1,What television show did Tommy Dassalo author?,Talkin' 'Bout Your Generation
P8,author,4612,single,Q1,What television show did Deepak Prasad author?,Aashiq Biwi Ka
P8,author,4612,single,Q1,What television show did Al Smith (playwright) author?,The Cut (UK TV series)
P8,author,4612,single,Q1,What television show did Emma Smithwick author?,The Cut (UK TV series)
P8,author,4612,single,Q1,What television show did Shi Kang author?,Struggle (TV series)
P8,author,4612,single,Q1,What television show did Terence McKenna (film producer) author?,Black October (film)
P8,author,4612,single,Q1,What television show did Judith Krantz author?,Scruples (miniseries)
P8,author,4612,single,Q1,What television show did Diana Gould (writer) author?,For My Daughter's Honor
P8,author,4612,single,Q1,What television show did Richard Wesley author?,Deacons for Defense (film)
P8,author,4612,single,Q1,What television show did Dean Craig author?,Off the Hook (TV series)
P8,author,4612,single,Q1,What television show did Larry Harmon author?,Bozo: The World's Most Famous Clown
P8,author,4612,single,Q1,What television show did Sayed Kashua author?,Arab Labor
P8,author,4612,single,Q1,What television show did Farajollah Salahshoor author?,Prophet Joseph (TV series)
P8,author,4612,single,Q1,What television show did Fiona Samuel author?,Piece of My Heart (film)
P8,author,4612,single,Q1,What television show did Thurston Clarke author?,Wallenberg: A Hero's Story
P8,author,4612,single,Q1,What television show did Shirley Cheechoo author?,Johnny Tootall
P8,author,4612,single,Q1,What television show did Ethlie Ann Vare author?,Black Swarm
P8,author,4612,single,Q1,What television show did Christian Faure (director) author?,Just a Question of Love
P8,author,4612,single,Q1,What television show did Dan Yaccarino author?,Willa's Wild Life
P8,author,4612,single,Q1,What television show did Clare Francis author?,Deceit (TV serial)
P8,author,4612,single,Q1,What television show did Ram Loevy author?,"Close, Closed, Closure"
P8,author,4612,single,Q1,What television show did Limmy author?,Limmy's Show
P8,author,4612,single,Q1,What television show did Liz Marshall author?,Water on the Table
P8,author,4612,single,Q1,What television show did Mahinur Ergun author?,Asmalı Konak
P8,author,4612,single,Q1,What television show did Herbert Lichtenfeld author?,The Black Forest Clinic
P8,author,4612,single,Q1,What television show did Ori Elon author?,Srugim
P8,author,4612,single,Q1,What television show did Adam Mazer author?,You Don't Know Jack (film)
P8,author,4612,single,Q1,What television show did Mark Hellinger author?,Danger (TV series)
P8,author,4612,single,Q1,What television show did Tony Pitts author?,The Gemma Factor
P8,author,4612,single,Q1,What television show did Joseph Kay author?,Living in Your Car
P8,author,4612,single,Q1,What television show did Samuel Abrahams author?,Hung Out
P8,author,4612,single,Q1,What television show did Chris Duke author?,Motorz TV
P8,author,4612,single,Q1,What television show did Charles Olivier author?,Magic & Bird: A Courtship of Rivals
P8,author,4612,single,Q1,What television show did Barry Cockcroft author?,The Flaxton Boys
P8,author,4612,single,Q1,What television show did Travis Gordon author?,Spellfury
P8,author,4612,single,Q1,What television show did Robert Raymond author?,The Howie Mandel Show
P8,author,4612,single,Q1,What television show did John Pilger author?,Palestine Is Still the Issue
P8,author,4612,single,Q1,What television show did Frank Fenton (writer) author?,Something for a Lonely Man
P8,author,4612,single,Q1,What television show did Scott Spencer (writer) author?,Act of Vengeance
P8,author,4612,single,Q1,What television show did Howard Spring author?,Fame Is the Spur (TV series)
P8,author,4612,single,Q1,What television show did Lister Sinclair author?,Mexico (TV series)
P8,author,4612,single,Q1,What television show did Warner Troyer author?,"Healthier, Wealthier, Wiser?"
P8,author,4612,single,Q1,What television show did Alick Rowe author?,The Tripods (TV series)
P8,author,4612,single,Q1,What television show did Larry Solway author?,Our Fellow Americans
P8,author,4612,single,Q1,What television show did Irene Dische author?,Ein Job
P8,author,4612,single,Q1,What television show did Christian Görlitz author?,Ein Job
P8,author,4612,single,Q1,What television show did Greg Ford author?,Bugs vs. Daffy: Battle of the Music Video Stars
P8,author,4612,single,Q1,What television show did Timo Torikka author?,Hobitit
P8,author,4612,single,Q1,What television show did Robin Chapman author?,A Picture of Katherine Mansfield
P8,author,4612,single,Q1,What television show did Marvin Kitman author?,Ball Four (TV series)
P8,author,4612,single,Q1,What television show did Vic Ziegel author?,Ball Four (TV series)
P8,author,4612,single,Q1,What television show did Stefan Golaszewski author?,Him & Her
P8,author,4612,single,Q1,What television show did Maria Matray author?,Maximilian von Mexiko
P8,author,4612,single,Q1,What television show did Steven Tsapelas author?,Pound Puppies (2010 TV series)
P8,author,4612,single,Q1,What television show did Peter Hannan (producer) author?,Pound Puppies (2010 TV series)
P8,author,4612,single,Q1,What television show did Erik Haag author?,C/o Segemyhr
P8,author,4612,single,Q1,What television show did Dave Freeman (writer) author?,The Howerd Confessions
P8,author,4612,single,Q1,What television show did Hugh Stuckey author?,The Howerd Confessions
P8,author,4612,single,Q1,What television show did Lloyd Langford author?,Ask Rhod Gilbert
P8,author,4612,single,Q1,What television show did Simon Target author?,Penguin Island (TV series)
P8,author,4612,single,Q1,What television show did Jack Early author?,Donato and Daughter
P8,author,4612,single,Q1,What television show did Robert Roy Pool author?,Donato and Daughter
P8,author,4612,single,Q1,What television show did Lisa Gardner author?,The Survivors Club (film)
P8,author,4612,single,Q1,What television show did Christopher Andersen author?,America's Prince: The John F. Kennedy Jr. Story
P8,author,4612,single,Q1,What television show did Amanda Vaill author?,Sex & Mrs. X
P8,author,4612,single,Q1,What television show did David Bustos author?,Martín Rivas (telenovela)
P8,author,4612,single,Q1,What television show did Rod Coneybeare author?,Royal Suite (TV series)
P8,author,4612,single,Q1,What television show did Whitfield Cook author?,Once You Meet a Stranger
P8,author,4612,single,Q1,What television show did Robert Fabian author?,Fabian of the Yard
P8,author,4612,single,Q1,What television show did Leidulv Risan author?,Fire høytider
P8,author,4612,single,Q1,What television show did David Nokes author?,The Tenant of Wildfell Hall (1996 miniseries)
P8,author,4612,single,Q1,What television show did Michael Sloane author?,Mob City
P8,author,4612,single,Q1,What television show did Deep Sehgal author?,The Indian Doctor
P8,author,4612,single,Q1,What television show did Marco Turco author?,C'era una volta la città dei matti...
P8,author,4612,single,Q1,What television show did Cusi Cram author?,The Octonauts
P8,author,4612,single,Q1,What television show did Tom Stade author?,Frankie Boyle's Tramadol Nights
P8,author,4612,single,Q1,What television show did Bob Nickman author?,Danny (TV series)
